title,year,gross_2013,budget_2013,roi,binary,clean_test,imdb,test,budget,domgross,intgross,code,domgross_2013,intgross_2013,period_code,decade_code
Herb & Dorothy,2008,255817865,89286146,2.865146234444927,PASS,ok,tt1227929,ok,82500000,75986503,160388063,2008PASS,82236872,173580993,2,2
High School Musical 3: Senior Year,2008,394971926,11904819,33.17748266479314,PASS,ok,tt0962726,ok,11000000,90559416,274392880,2008PASS,98008500,296963426,2,2
Igor,2008,54699346,32467689,1.6847317343713621,FAIL,men,tt0465502,men,30000000,19528602,31013349,2008FAIL,21134953,33564393,2,2
In Bruges,2008,45816897,16233845,2.822307161365653,FAIL,notalk,tt0780536,notalk,15000000,7800825,34533783,2008FAIL,8442492,37374405,2,2
Indiana Jones and the Kingdom of the Crystal Skull,2008,1194358581,200217418,5.9653080782412244,FAIL,notalk,tt0367882,notalk,185000000,317023851,786558145,2008FAIL,343101064,851257517,2,2
Inkheart,2008,81553292,64935379,1.255914622443337,PASS,ok,tt0494238,ok,60000000,17303424,58051454,2008PASS,18726740,62826552,2,2
Iron Man,2008,975164075,201299674,4.844340060878588,FAIL,men,tt0371746,men-disagree,186000000,318604126,582443126,2008FAIL,344811326,630352749,2,2
Journey to the Center of the Earth,2008,370790471,48701534,7.6135275533620765,FAIL,notalk,tt0373051,notalk,45000000,101704370,240904370,2008FAIL,110070196,260720275,2,2
Jumper,2008,329310541,89286146,3.688260225724157,FAIL,notalk,tt0489099,notalk,82500000,81168265,223113205,2008FAIL,87844867,241465674,2,2
Kung Fu Panda,2008,917044606,140693320,6.518039420777049,FAIL,notalk,tt0441773,notalk-disagree,130000000,215434591,631910531,2008FAIL,233155446,683889160,2,2
L&aring;t den r&auml;tte komma in (Let the Right One In),2008,15551771,4870153,3.193281812706911,FAIL,notalk,tt1139797,notalk-disagree,4500000,2122085,12247682,2008FAIL,2296640,13255131,2,2
Made of Honor,2008,165110616,43290252,3.8140368413655805,FAIL,men,tt0866439,men,40000000,46012734,106548738,2008FAIL,49797572,115313044,2,2
Max Payne,2008,136850318,37878971,3.6128309293301553,PASS,ok,tt0467197,ok,35000000,40687294,85761789,2008PASS,44034081,92816237,2,2
Meet Dave,2008,67589136,64935379,1.040867660139475,FAIL,notalk,tt0765476,notalk,60000000,11803254,50648806,2008FAIL,12774146,54814990,2,2
Milk,2008,96466559,21645126,4.456733538996262,FAIL,notalk,tt1013753,notalk-disagree,20000000,31841299,57293371,2008FAIL,34460447,62006112,2,2
Miracle at St. Anna,2008,18427952,48701534,0.3783854529099638,FAIL,men,tt1046997,men,45000000,7916887,9110458,2008FAIL,8568101,9859851,2,2
Nick and Norah's Infinite Playlist,2008,70381171,10822563,6.50318884722593,PASS,ok,tt0981227,ok,10000000,31487293,33544594,2008PASS,34077322,36303849,2,2
Nim's Island,2008,153776116,40043484,3.840228187936894,PASS,ok,tt0410377,ok,37000000,48006762,94081683,2008PASS,51955621,101820495,2,2
Pineapple Express,2008,204428106,28138664,7.2650253046839754,FAIL,men,tt0910936,men,26000000,87341380,101549277,2008FAIL,94525760,109902346,2,2
Pontypool,2008,38724,1623384,0.02385387560798924,FAIL,nowomen,tt1226681,nowomen-disagree,1500000,3865,31916,2008FAIL,4183,34541,2,2
Possession,2008,26958419,27056408,0.9963783440876557,PASS,ok,tt0368563,ok,25000000,10103647,14805812,2008PASS,10934736,16023683,2,2
Prom Night,2008,109285200,19480614,5.609946380540162,PASS,ok,tt0926129,ok,18000000,43869350,57109687,2008PASS,47477881,61807319,2,2
Quantum of Solace,2008,823662535,248918952,3.308958712794195,FAIL,notalk,tt0830515,notalk,230000000,169368427,591692078,2008FAIL,183300049,640362486,2,2
Quarantine,2008,78986985,12987076,6.081968335289637,PASS,ok,tt1082868,ok,12000000,31691811,41291811,2008PASS,34298662,44688323,2,2
Rachel Getting Married,2008,28272567,12987076,2.176977096307129,PASS,ok,tt1084950,ok,12000000,12796861,13326864,2008PASS,13849484,14423083,2,2
Revolutionary Road,2008,110905774,48701534,2.27725422365546,PASS,ok,tt0959337,ok,45000000,22911480,79564960,2008PASS,24796094,86109680,2,2
RocknRolla,2008,36250137,19480614,1.8608313372463516,FAIL,notalk,tt1032755,notalk,18000000,5700626,27794339,2008FAIL,6169538,30080599,2,2
Seven Pounds,2008,256028458,58441841,4.380910211230341,PASS,ok,tt0814314,ok,54000000,69951824,166617328,2008PASS,75705803,180322655,2,2
Sex and the City,2008,614607424,62229738,9.876426347801754,PASS,ok,tt1000774,ok,57500000,152647258,415247258,2008PASS,165203458,449403966,2,2
Slumdog Millionaire,2008,569093218,15151588,37.559971799655585,FAIL,notalk,tt1010048,notalk,14000000,141319928,384519665,2008FAIL,152944384,416148834,2,2
Speed Racer,2008,148637329,129870757,1.144501906614743,PASS,ok,tt0811080,ok,120000000,43945766,93394462,2008PASS,47560583,101076746,2,2
Stargate: The Ark of Truth,2008,NA,7575794,NA,FAIL,dubious,tt0942903,dubious-disagree,7000000,NA,NA,2008FAIL,NA,NA,2,2
Step Brothers,2008,247769147,70346660,3.522116714567543,FAIL,notalk,tt0838283,notalk-disagree,65000000,100468793,128468793,2008FAIL,108732985,139036162,2,2
Sunshine Cleaning,2008,30871487,5411282,5.70502276540014,PASS,ok,tt0862846,ok,5000000,12062558,16462558,2008PASS,13054780,17816707,2,2
"Synecdoche, New York",2008,8081290,21645126,0.3733537979866691,FAIL,dubious,tt0383028,dubious,20000000,3083538,4383538,2008FAIL,3337178,4744112,2,2
Taken,2008,402537198,27056408,14.877702834759145,PASS,ok,tt0936501,ok,25000000,145000989,226941585,2008PASS,156928235,245608963,2,2
The Bank Job,2008,104117024,21645126,4.810183317944188,PASS,ok,tt0200465,ok,20000000,30060660,66143005,2008PASS,32533339,71583685,2,2
The Brothers Bloom,2008,9809043,21645126,0.4531756017497888,FAIL,dubious,tt0844286,dubious,20000000,3531756,5531756,2008FAIL,3822265,5986778,2,2
The Chronicles of Narnia: Prince Caspian,2008,607266760,243507670,2.4938301122096074,PASS,ok,tt0499448,ok,225000000,141621490,419490286,2008PASS,153270751,453996009,2,2
The Curious Case of Benjamin Button,2008,494935998,173161010,2.858241575283027,FAIL,dubious,tt0421715,dubious-disagree,160000000,127509326,329809326,2008FAIL,137997773,356938225,2,2
The Dark Knight,2008,1662601882,200217418,8.303982233953292,FAIL,dubious,tt0468569,dubious-disagree,185000000,533345358,1002891358,2008FAIL,577216380,1085385502,2,2
The Day the Earth Stood Still,2008,338133621,86580505,3.905424448609996,PASS,ok,tt0970416,ok,80000000,79366978,233066978,2008PASS,85895413,252238208,2,2
The Eye,2008,95603702,12987076,7.36144933624782,PASS,ok,tt0406759,ok,12000000,31418697,56918697,2008PASS,34003083,61600619,2,2
The Forbidden Kingdom,2008,196051316,59524097,3.293646201806304,FAIL,notalk,tt0865556,notalk-disagree,55000000,52075270,129075270,2008FAIL,56358790,139692526,2,2
The House Bunny,2008,128220077,27056408,4.7389911107195015,PASS,ok,tt0852713,ok,25000000,48237389,70237389,2008PASS,52205219,76014858,2,2
The Hurt Locker,2008,72415971,16233845,4.460802169787872,FAIL,notalk,tt0887912,notalk-disagree,15000000,17017811,49894223,2008FAIL,18417633,53998338,2,2
The Incredible Hulk,2008,430981331,148810243,2.8961805471952626,FAIL,notalk,tt0800080,notalk,137500000,134806913,263417913,2008FAIL,145895632,285085699,2,2
The Lucky Ones,2008,577854,15151588,0.03813818063162752,PASS,ok,tt0981072,ok,14000000,266967,266967,2008PASS,288927,288927,2,2
The Other Boleyn Girl,2008,113128159,43290252,2.61324787390935,PASS,ok,tt0467200,ok,40000000,26814957,77714957,2008PASS,29020656,84107503,2,2
The Reader,2008,159322953,35173330,4.5296522393529415,FAIL,notalk,tt0976051,notalk,32500000,34194407,113019290,2008FAIL,37007113,122315840,2,2
The Secret Life of Bees,2008,84149957,11904819,7.068562487174312,PASS,ok,tt0416212,ok,11000000,37770162,39984023,2008PASS,40876996,43272961,2,2
The Sisterhood of the Traveling Pants 2,2008,95628271,29220920,3.272596174247765,PASS,ok,tt1018785,ok,27000000,44089964,44270131,2008PASS,47716642,47911629,2,2
The Strangers,2008,146807296,9740307,15.072142592630808,FAIL,dubious,tt0482606,dubious-disagree,9000000,52597610,83051676,2008FAIL,56924095,89883201,2,2
The Tale of Despereaux,2008,152987170,64935379,2.355991023013818,PASS,ok,tt420238,ok,60000000,50877145,90482317,2008PASS,55062111,97925059,2,2
The Women,2008,83340102,17316101,4.8128676311139555,PASS,ok,tt0430770,ok,16000000,26902075,50103808,2008PASS,29114940,54225162,2,2
The Wrestler,2008,78866742,6493538,12.14541933842537,FAIL,notalk,tt1125849,notalk,6000000,26238243,46634275,2008FAIL,28396504,50470238,2,2
Three Kingdoms: Resurrection of the Dragon,2008,NA,21645126,NA,FAIL,notalk,tt0882978,notalk,20000000,NA,22139590,2008FAIL,NA,23960711,2,2
Transsiberian,2008,9289239,16233845,0.5722143460159931,PASS,ok,tt0800241,ok,15000000,2203641,6379575,2008PASS,2384904,6904335,2,2
Tropic Thunder,2008,323188534,97403068,3.3180529180045952,FAIL,nowomen,tt0942385,nowomen,90000000,110461307,188163455,2008FAIL,119547447,203641087,2,2
Twilight,2008,639282080,40043484,15.964696778132492,PASS,ok,tt1099212,ok-disagree,37000000,192769854,397923934,2008PASS,208626391,430655689,2,2
Valkyrie,2008,310585774,97403068,3.1886652071370074,FAIL,notalk,tt0985699,notalk,90000000,83077762,203902107,2008FAIL,89911432,220674342,2,2
Vicky Cristina Barcelona,2008,138227428,17316101,7.9825953891121335,PASS,ok,tt0497465,ok,16000000,23216709,104504817,2008PASS,25126430,113100998,2,2
WALL-E,2008,818617763,194806136,4.202217547192661,FAIL,notalk,tt0910970,notalk-disagree,180000000,223808164,532590994,2008FAIL,242217798,576399965,2,2
Waltz with Bashir,2008,14512530,2164513,6.704755295994988,FAIL,nowomen,tt1185616,nowomen,2000000,2283849,11125664,2008FAIL,2471710,12040820,2,2
Wanted,2008,516155103,81169223,6.3590001717769304,FAIL,notalk,tt0493464,notalk,75000000,134508551,342416460,2008FAIL,145572728,370582375,2,2
"Welcome Home, Roscoe Jenkins",2008,93121818,29762049,3.1288779210060436,FAIL,dubious,tt0494652,dubious,27500000,42436517,43607627,2008FAIL,45927188,47194630,2,2
Wendy and Lucy,2008,2469429,324677,7.605802074061298,PASS,ok,tt1152850,ok,300000,865695,1416046,2008PASS,936904,1532525,2,2
What Happens In Vegas,2008,323392638,37878971,8.53752436939219,PASS,ok,tt1033643,ok,35000000,80277646,218535708,2008PASS,86880989,236511649,2,2
Yes Man,2008,350306835,54112816,6.473638980458899,FAIL,notalk,tt1068680,notalk-disagree,50000000,97690976,225990976,2008FAIL,105726675,244580160,2,2
[Rec],2007,NA,2359441,NA,PASS,ok,tt1038988,ok,2100000,NA,27117954,2007PASS,NA,30468201,2,2
1408,2007,228359087,25279728,9.033288926209966,PASS,ok,tt0450385,ok,22500000,71985628,131263370,2007PASS,80878983,147480104,2,2
28 Weeks Later,2007,104345314,16853152,6.191442051908154,PASS,ok,tt0463854,ok,15000000,28638916,64232714,2007PASS,32177067,72168247,2,2
3:10 to Yuma,2007,140194341,53930087,2.5995571080758686,FAIL,nowomen,tt0381849,nowomen,48000000,53606916,71171825,2007FAIL,60229701,79964640,2,2
30 Days of Night,2007,134651240,33706305,3.9948383544265678,FAIL,men,tt0389722,men,30000000,39568996,80276156,2007FAIL,44457488,90193752,2,2
88 Minutes,2007,56049408,33706305,1.66287607021891,FAIL,notalk,tt0411061,notalk,30000000,16930884,32955399,2007FAIL,19022584,37026824,2,2
Across the Universe,2007,60346437,50559457,1.1935736770274255,PASS,ok,tt0445922,ok,45000000,24343673,29367143,2007PASS,27351175,32995262,2,2
Atonement,2007,203564112,33706305,6.039348187230846,PASS,ok,tt0783233,ok,30000000,50980159,130200290,2007PASS,57278425,146285687,2,2
Becoming Jane,2007,65197947,18538467,3.5169006692948237,PASS,ok,tt0416508,ok,16500000,18663911,39364948,2007PASS,20969716,44228231,2,2
Beowulf,2007,311435501,168531522,1.847936203887128,PASS,ok,tt0442933,ok,150000000,82195215,194995215,2007PASS,92349898,219085603,2,2
Blades of Glory,2007,296827938,68536152,4.330968829414292,PASS,ok,tt0445934,ok,61000000,118594548,145594548,2007PASS,133246132,163581806,2,2
Bridge to Terabithia,2007,247425540,28088587,8.808757094117977,PASS,ok,tt0398808,ok,25000000,82234139,137984788,2007PASS,92393631,155031909,2,2
Brooklyn Rules,2007,1029688,8988348,0.1145580923213031,PASS,ok,tt0283503,ok,8000000,458232,458232,2007PASS,514844,514844,2,2
Charlie Bartlett,2007,10388511,13482522,0.7705168958745255,FAIL,men,tt0423977,men,12000000,3950294,5295909,2007FAIL,4438327,5950184,2,2
Charlie Wilson's War,2007,209174434,84265761,2.4823182217508246,PASS,ok,tt0472062,ok,75000000,66661095,119512771,2007PASS,74896639,134277795,2,2
Death at a Funeral,2007,103047566,23594413,4.367456227879032,PASS,ok,tt0795368,ok-disagree,21000000,42739347,48977233,2007PASS,48019515,55028051,2,2
Diary of the Dead,2007,7131206,3089745,2.3080241249682416,PASS,ok,tt0848557,ok,2750000,952620,5394447,2007PASS,1070310,6060896,2,2
Disturbia,2007,222217503,22470870,9.889136602187632,PASS,ok,tt0486822,ok-disagree,20000000,80209692,117573043,2007PASS,90119077,132098426,2,2
Eastern Promises,2007,81511514,56177174,1.4509721332724925,PASS,ok,tt0765443,ok,50000000,17181265,55367342,2007PASS,19303898,62207616,2,2
Enchanted,2007,525920612,95501196,5.5069531485239205,PASS,ok,tt0461770,ok,85000000,127706877,340384141,2007PASS,143484229,382436383,2,2
Fantastic Four: Rise of the Silver Surfer,2007,472042252,134825218,3.5011421379641305,FAIL,dubious,tt0486576,dubious,120000000,131921738,288215319,2007FAIL,148219809,323822443,2,2
Gone Baby Gone,2007,61704915,21347326,2.890521979193085,PASS,ok,tt0452623,ok,19000000,20300218,34619699,2007PASS,22808178,38896737,2,2
Hairspray,2007,361493035,84265761,4.289915983788481,PASS,ok,tt0427327,ok,75000000,118871849,202871849,2007PASS,133557691,227935344,2,2
Halloween,2007,152558725,16853152,9.05223693466955,PASS,ok,tt0373883,ok,15000000,58269151,77514401,2007PASS,65467925,87090800,2,2
Hannibal Rising,2007,121626993,56177174,2.1650607237736805,FAIL,notalk,tt0367959,notalk,50000000,27669725,80583311,2007FAIL,31088139,90538854,2,2
Harry Potter and the Order of the Phoenix,2007,1387518533,168531522,8.232991173010353,PASS,ok,tt0373889,ok-disagree,150000000,292004738,942943935,2007PASS,328080020,1059438513,2,2
Hitman,2007,156906764,19662011,7.980199176981439,FAIL,nowomen,tt0465494,nowomen-disagree,17500000,39687694,99965792,2007FAIL,44590850,112315914,2,2
Hostel: Part II,2007,57470621,8426576,6.820162898904608,PASS,ok,tt0498353,ok,7500000,17544812,33606409,2007PASS,19712359,37758262,2,2
Hot Fuzz,2007,118378119,17976696,6.585087660157351,FAIL,notalk,tt0425112,notalk-disagree,16000000,23618786,81742618,2007FAIL,26536733,91841386,2,2
Hot Rod,2007,31765645,28088587,1.1309093262683523,FAIL,notalk,tt0787475,notalk,25000000,13938332,14334401,2007FAIL,15660322,16105323,2,2
I Am Legend,2007,945802345,168531522,5.612020432593019,PASS,ok,tt0480249,ok-disagree,150000000,256393010,585410052,2007PASS,288068696,657733649,2,2
Into the Wild,2007,83984389,22470870,3.737478299683101,FAIL,notalk,tt0758758,notalk,20000000,18354356,56395211,2007FAIL,20621917,63362472,2,2
Juno,2007,421267424,7864804,53.56362650614052,PASS,ok,tt0467406,ok,7000000,143495265,231450102,2007PASS,161223170,260044254,2,2
Knocked Up,2007,413369911,30897446,13.378772828019507,PASS,ok,tt0478311,ok-disagree,27500000,148761765,219154490,2007PASS,167140312,246229599,2,2
Lars and the real Girl,2007,18549615,14044294,1.3207936974261576,PASS,ok,tt0805564,ok,12500000,5956480,10553442,2007PASS,6692364,11857251,2,2
Live Free or Die Hard,2007,582063911,123589783,4.709644251094769,FAIL,notalk,tt0337978,notalk,110000000,134529403,383531464,2007FAIL,151149634,430914277,2,2
Michael Clayton,2007,159567368,24156185,6.605652672390114,FAIL,men,tt0465538,men-disagree,21500000,49033882,92987651,2007FAIL,55091699,104475669,2,2
Music and Lyrics,2007,219758438,44941739,4.8898516810842585,FAIL,men,tt0758766,men,40000000,50572589,145021477,2007FAIL,56820503,162937935,2,2
No Country for Old Men,2007,267768226,28088587,9.532990249740935,FAIL,dubious,tt0477348,dubious,25000000,74273505,164051250,2007FAIL,83449513,184318713,2,2
No Reservations,2007,151424200,31459218,4.813349143007941,PASS,ok,tt0481141,ok,28000000,43107979,91665799,2007PASS,48433689,102990511,2,2
Paranormal Activity,2007,339424558,505595,671.3368565749266,FAIL,dubious,tt1179904,dubious,450000,107918810,194183034,2007FAIL,121251476,218173082,2,2
Persepolis,2007,30544541,8201867,3.7240961112878326,PASS,ok,tt0808417,ok,7300000,4443403,22742498,2007PASS,4992356,25552185,2,2
Pirates of the Caribbean: At World's End,2007,1427368648,337063045,4.234723056038374,PASS,ok,tt0449088,ok,300000000,309420425,960996492,2007PASS,347647302,1079721346,2,2
Premonition,2007,145289842,22470870,6.465697233796466,PASS,ok,tt0477071,ok,20000000,47852604,81461343,2007PASS,53764481,91525361,2,2
Ratatouille,2007,935906496,168531522,5.553302343047729,FAIL,nowomen,tt0382932,nowomen-disagree,150000000,206445654,626549695,2007FAIL,231950669,703955827,2,2
Resident Evil: Extinction,2007,221126389,50559457,4.3735910573564905,PASS,ok,tt0432021,ok,45000000,50648679,146162920,2007PASS,56905993,164220396,2,2
Rush Hour 3,2007,441723295,202237827,2.1841774189949144,FAIL,notalk,tt00293564,notalk,180000000,140125968,253025968,2007FAIL,157437618,284285677,2,2
Shooter,2007,160337704,67412609,2.378452731298384,FAIL,notalk,tt0822854,notalk-disagree,60000000,47003582,95703582,2007FAIL,52810568,107527136,2,2
Shrek the Third,2007,1269661302,179766957,7.062818012767496,PASS,ok,tt0413267,ok-disagree,160000000,322719944,807330936,2007PASS,362589890,907071412,2,2
St. Trinian's,2007,25236548,12808396,1.9703129103753507,PASS,ok,tt0964587,ok,11400000,15000,22446568,2007PASS,16853,25219695,2,2
Stardust,2007,195711852,78648044,2.4884516136218213,PASS,ok,tt0486655,ok,70000000,38634938,135556675,2007PASS,43408033,152303819,2,2
Sunshine,2007,40132041,44941739,0.8929792636640073,FAIL,notalk,tt0448134,notalk-disagree,40000000,3688560,32030610,2007FAIL,4144258,35987783,2,2
Superbad,2007,327317937,19662011,16.647225810218497,FAIL,notalk,tt0829482,notalk-disagree,17500000,121463226,169863226,2007FAIL,136469216,190848721,2,2
Sydney White,2007,28682665,18538467,1.5471972412821406,PASS,ok,tt0815244,ok,16500000,11892415,13636339,2007PASS,13361645,15321020,2,2
Teeth,2007,3031566,2247087,1.3491093135245764,FAIL,dubious,tt0780622,dubious-disagree,2000000,347578,2350641,2007FAIL,390519,2641047,2,2
The Bucket List,2007,300858873,50559457,5.950595414820219,FAIL,notalk,tt0825232,notalk,45000000,93466502,174310293,2007FAIL,105013679,195845194,2,2
The Golden Compass,2007,496991137,230326414,2.1577687437967925,PASS,ok,tt0385752,ok,205000000,70107728,372234864,2007PASS,78769081,418222056,2,2
The Kite Runner,2007,101097368,22470870,4.499041114117967,FAIL,nowomen,tt0419887,nowomen,20000000,15800078,74180745,2007FAIL,17752075,83345293,2,2
The Man from Earth,2007,NA,224709,NA,FAIL,notalk,tt0756683,notalk,200000,NA,NA,2007FAIL,NA,NA,2,2
The Messengers,2007,100163526,17976696,5.57185402701364,PASS,ok,tt0425430,ok,16000000,35374833,53774833,2007PASS,39745163,60418363,2,2
The Mist,2007,90300589,14606065,6.182403611102648,PASS,ok,tt0884328,ok,13000000,25593755,54777490,2007PASS,28755697,61544892,2,2
The Number 23,2007,126720350,35953391,3.5245729672619754,FAIL,notalk,tt0481369,notalk,32000000,35193167,77593167,2007FAIL,39541053,87179297,2,2
The Savages,2007,19398097,10111891,1.918345144345405,PASS,ok,tt0775529,ok,9000000,6623082,10642023,2007PASS,7441321,11956776,2,2
The Signal,2007,738673,56177,13.149028962030725,FAIL,men,tt0780607,men,50000,251150,406299,2007FAIL,282178,456495,2,2
The Simpsons Movie,2007,797947364,81456903,9.795945274275896,PASS,ok,tt0462538,ok,72500000,183135014,527071022,2007PASS,205760152,592187212,2,2
